doi,title,authors,author_corresponding,author_corresponding_institution,date,version,type,license,category,jatsxml,abstract,published,server
10.1101/2021.05.26.21257441,Emerging SARS-CoV-2 variants of concern evade humoral immune responses from infection and vaccination,"Caniels, T. G.; Bontjer, I.; van der Straten, K.; Poniman, M.; Burger, J. A.; Appelman, B.; Lavell, A. H. A.; Oomen, M.; Godeke, G.-J.; Valle, C.; Moegling, R.; van Willigen, H. D. G.; Wynberg, E.; Schinkel, M.; van Vught, L. A.; Guerra, D.; Snitselaar, J. L.; Chaturbhuj, D. N.; Cuella Martin, I.; Amsterdam UMC COVID-19 S3/HCW study group,  ; Moore, J. P.; de Jong, M. D.; Reusken, C.; Sikkens, J. J.; Bomers, M. K.; de Bree, G. J.; van Gils, M. J.; Eggink, D.; Sanders, R. W.",Rogier W. Sanders,"1 Department of Medical Microbiology, Amsterdam UMC, University of Amsterdam, Amsterdam Institute for Infection and Immunity, Amsterdam, the Netherlands.",2021-06-01,1,PUBLISHAHEADOFPRINT,cc_no,infectious diseases,https://www.medrxiv.org/content/early/2021/06/01/2021.05.26.21257441.source.xml,"Emerging SARS-CoV-2 variants pose a threat to human immunity induced by natural infection and vaccination. We assessed the recognition of three variants of concern (B.1.1.7, B.1.351 and P.1) in cohorts of COVID-19 patients ranging in disease severity (n = 69) and recipients of the Pfizer/BioNTech vaccine (n = 50). Spike binding and neutralization against all three VOC was substantially reduced in the majority of samples, with the largest 4-7-fold reduction in neutralization being observed against B.1.351. While hospitalized COVID-19 patients and vaccinees maintained sufficient neutralizing titers against all three VOC, 39% of non-hospitalized patients did not neutralize B.1.351. Moreover, monoclonal neutralizing antibodies (NAbs) show sharp reductions in their binding kinetics and neutralizing potential to B.1.351 and P.1, but not to B.1.1.7. These data have implications for the degree to which pre-existing immunity can protect against subsequent infection with VOC and informs policy makers of susceptibility to globally circulating SARS-CoV-2 VOC.",NA,medrxiv
10.1101/2021.05.26.21257700,"Safety and immunogenicity of a recombinant DNA COVID-19 vaccine containing the coding regions of the spike and nucleocapsid proteins: Preliminary results from an open-label, phase 1 trial in healthy adults aged 19-55 years","Ahn, J. Y.; Lee, J.; Suh, Y. S.; Song, Y. G.; Choi, Y.-J.; Lee, K. H.; Seo, S. H.; Song, M.; Oh, J.-W.; Kim, M.; Seo, H.-Y.; Kwak, J.-E.; Youn, J. W.; Woo, J. W.; Shin, E. C.; Park, S.-H.; Sung, Y. C.; Choi, J. Y.",Jun Yong Choi,"Department of Internal Medicine, Yonsei University College of Medicine, 50-1 Yonsei-ro, Seodaemun-gu, Seoul 03722, South Korea",2021-06-01,1,PUBLISHAHEADOFPRINT,cc_no,infectious diseases,https://www.medrxiv.org/content/early/2021/06/01/2021.05.26.21257700.source.xml,"BackgroundWe investigated the safety and immunogenicity of two recombinant COVID-19 DNA vaccine candidates in first-in-human trials. GX-19 contains plasmid DNA encoding SARS-CoV-2 spike protein, and GX-19N contains plasmid DNA encoding SARS-CoV-2 receptor binding domain (RBD) foldon and nucleocapsid protein (NP) as well as plasmid DNA encoding SARS-CoV-2 spike protein.

MethodsTwo open-label phase 1 trials of GX-19 and GX-19N safety and immunogenicity were performed in healthy adults aged 19-55 years. GX-19 trial participants received two vaccine injections (1{middle dot}5 mg or 3{middle dot}0 mg, 1:1 ratio) four weeks apart. GX-19N trial participants received two 3{middle dot}0 mg vaccine injections four weeks apart.

FindingsBetween June 17 and July 30 and December 28 and 31, 2020, 40 and 21 participants were enrolled in the GX-19 and GX-19N trials, respectively. Thirty-two participants (52{middle dot}5%) reported 80 treatment-emergent adverse events (AE) after vaccination. All solicited AEs were mild except one case of moderate fatigue reported in the 1{middle dot}5 mg GX-19 group. Binding antibody responses increased after vaccination in all groups. The geometric mean titers (GMTs) of spike-binding antibodies on day 57 were 85{middle dot}74, 144{middle dot}20, and 201{middle dot}59 in the 1{middle dot}5 mg, 3{middle dot}0 mg GX-19 groups and the 3{middle dot}0 mg GX-19N group, respectively. In GX-19N group, neutralizing antibody response (50% neutralizing titer using FRNT) significantly increased after vaccination, but GMT of neutralizing antibody on day 57 (37.26) was lower than those from human convalescent serum (288.78). GX-19N induced stronger T cell responses than GX-19. The magnitude of GX-19N-induced T cell responses was comparable to those observed in the convalescent PBMCs. GX-19N induced both SARS-CoV-2 spike- and NP-specific T cell responses, and the amino acid sequences of 15-mer peptides containing NP-specific T cell epitopes identified in GX-19N-vaccinated participants were identical with those of diverse SARS-CoV-2 variants

InterpretationGX-19N is safe, tolerated and induces humoral and broad SARS-CoV-2-specific T cell response which may enable cross-reactivity to emerging SARS-CoV-2 variants.

FundingThis research was supported by Korea Drug Development Fund funded by Ministry of Science and ICT, Ministry of Trade, Industry, and Energy, and Ministry of Health and Welfare (HQ20C0016, Republic of Korea).

Research in contextO_ST_ABSEvidence before this studyC_ST_ABSTo overcome the COVID-19 outbreak, the development of safe and effective vaccines is crucial. Despite the successful clinical efficacy of the approved vaccines, concerns exist regarding emerging new SARS-CoV-2 variants that have mutated receptor binding domains in the spike protein. We searched PubMed for research articles published up to May 1, 2021, using various combinations of the terms ""COVID-19"" or ""SARS-CoV-2"", ""vaccine"", and ""clinical trial"". No language or data restrictions were applied. We also searched the ClinicalTrials.gov registry and World Health Organization (WHO) draft landscape of COVID-19 candidate vaccines for ongoing trials of COVID-19 vaccines up to May 1, 2021. Ten DNA-based vaccines, including the vaccine candidate reported here, are in ongoing clinical trials. Among these, safety and immunogenicity results were reported from only one phase 1 trial of a DNA vaccine against SARS-CoV-2 (INO-4800). INO-4800 demonstrated favorable safety and tolerability and was immunogenic, eliciting humoral and/or cellular immune responses in all vaccinated subjects. There is only one ongoing clinical trial of a vaccine against SARS-CoV-2 variants (mRNA-1273.351).

Added value of this studyThis is the first-in-human phase 1 trial in healthy adults of a recombinant DNA vaccine for COVID-19 (GX-19N) containing the coding regions of both the spike and nucleocapsid proteins. This trial showed that GX-19N is safe, tolerated, and able to induce both humoral and cellular responses. A two-dose vaccination of 3{middle dot}0 mg GX-19N (on days 1 and 29) induced significant humoral and cellular responses. The neutralizing geometric mean titers in individuals vaccinated with GX-19N were lower than those of human convalescent sera. However, the GX-19N group showed increased T cell responses, which was similar to those analyzed using convalescent PBMCs. Furthermore, GX-19N induced not only SARS-CoV-2 spike-specific T cell responses but also broad nucleocapsid-specific T cell responses, which were also specific to SARS-CoV-2 variants.

Implications of all the available evidenceIt is important to note that GX-19N contains a plasmid encoding both the spike and nucleocapsid proteins, and that it showed broad SARS-CoV-2-specific T cell responses, which may allow cross-reactivity with emerging SARS-CoV-2 variants. Based on these safety and immunogenicity findings, GX-19N was selected for phase 2 immunogenicity trials.",NA,medrxiv
10.1101/2021.05.30.21258080,Use of respirator vs. surgical masks in healthcare personnel and its impact on SARS-CoV-2 acquisition: a prospective multicentre cohort study,"Haller, S.; Guesewell, S.; Egger, T.; Scanferla, G.; Thoma, R.; Leal-Neto, O. B.; Flury, D.; Brucher, A.; Lemmenmeier, E.; Moeller, J. C.; Rieder, P.; Ruetti, M.; Stocker, R.; Vuichard-Gysin, D.; Wiggli, B.; Besold, U.; Kuster, S. P.; McGeer, A.; Risch, L.; Schlegel, M.; Friedl, A.; Vernazza, P.; Kahlert, C.; Kohler, P.",Philipp Kohler,"Cantonal Hospital St Gallen, Division of Infectious Diseases and Hospital Epidemiology, St. Gallen, Switzerland",2021-06-01,1,PUBLISHAHEADOFPRINT,cc_by_nc_nd,infectious diseases,https://www.medrxiv.org/content/early/2021/06/01/2021.05.30.21258080.source.xml,"BackgroundThere is insufficient evidence regarding the role of respirators in the prevention of SARS-CoV-2 infection. We analysed the impact of filtering facepiece class 2 (FFP2) vs. surgical masks on the risk of SARS-CoV-2 acquisition among Swiss healthcare workers (HCW).

MethodsOur prospective multicentre cohort enrolled patient-facing HCWs from June to August 2020. Participants were asked about COVID-19 risk exposures/behaviours, including preferred mask type when caring for COVID-19 patients outside of aerosol-generating procedures (AGP). For those performing AGPs, we asked whether they used FFP2 irrespective of the patients COVID-19 status (i.e. universal use). The impact of FFP2 on i) self-reported SARS-CoV-2-positive nasopharyngeal PCR/rapid antigen tests captured during weekly surveys, and ii) SARS-CoV-2 seroconversion between baseline and January/February 2021 was assessed.

ResultsWe enrolled 3259 participants from nine healthcare institutions, whereof 716 (22%) preferentially used FFP2 respirators. Among these, 81/716 (11%) reported a SARS-CoV-2-positive swab, compared to 352/2543 (14%) surgical mask users (median follow-up 242 days); seroconversion was documented in 85/656 (13%) FFP2 and 426/2255 (19%) surgical mask users. Adjusted for baseline characteristics, COVID-19 exposure, and risk behaviour, FFP2 use was non-significantly associated with a decreased risk for SARS-CoV-2-positive swab (adjusted hazard ratio [aHR] 0{middle dot}8, 95% CI 0{middle dot}6-1{middle dot}0, p=0{middle dot}052) and seroconversion (adjusted odds ratio [aOR] 0{middle dot}7, 95% CI 0{middle dot}5-1{middle dot}0, p=0{middle dot}053); household exposure was the strongest risk factor (aHR for positive swab 10{middle dot}1, p<0{middle dot}001; aOR for seroconversion 5{middle dot}0, p<0{middle dot}001). In subgroup analysis, FFP2 use was clearly protective among those with frequent (>20 patients) COVID-19 exposure (aHR 0{middle dot}7, p<0{middle dot}001; aOR 0{middle dot}6, p=0{middle dot}035). Universal FFP2 use during AGPs showed no protective effect (aHR 1{middle dot}1, p=0{middle dot}7; aOR 0{middle dot}9, p=0{middle dot}53).

ConclusionRespirators compared to surgical masks may convey additional protection from SARS-CoV-2 for HCW with frequent exposure to COVID-19 patients.

FundingSwiss National Sciences Foundation, Federal Office of Public Health, Cantonal Health Department St.Gallen",NA,medrxiv
10.1101/2021.05.28.21258011,"SARS-CoV-2 infectious virus, viral RNA in nasopharyngeal swabs, and serostatus of symptomatic COVID-19 outpatients in the United States","Mollan, K. R.; Eron, J. J.; Krajewski, T. J.; Painter, W.; Duke, E. R.; Morse, C. G.; Goecker, E. A.; Premkumar, L.; Wolfe, C. R.; Szewczyk, L. J.; Alabanza, P. L.; James Loftis, A.; Degli-Angeli, E. J.; Brown, A. J.; Dragavon, J. A.; Won, J. J.; Keys, J.; Hudgens, M. G.; Wohl, D. A.; Cohen, M. S.; Baric, R. S.; Coombs, R. W.; Sheahan, T. P.; Fischer, W. A.",Katie R. Mollan,University of North Carolina at Chapel Hill,2021-06-01,1,PUBLISHAHEADOFPRINT,cc_by_nc_nd,infectious diseases,https://www.medrxiv.org/content/early/2021/06/01/2021.05.28.21258011.source.xml,"BackgroundWhile SARS-CoV-2 infectious virus isolation in outpatients with COVID-19 has been associated with viral RNA levels and symptom duration, little is known about the host, disease and viral determinants of infectious virus detection.

MethodsCOVID-19 adult outpatients were enrolled within 7 days of symptom onset. Clinical symptoms were recorded via patient diary. Nasopharyngeal swabs were collected to quantitate SARS-CoV-2 RNA by reverse transcriptase polymerase chain reaction and for infectious virus isolation in Vero E6-cells. SARS-CoV-2 antibodies were measured in serum using a validated ELISA assay.

ResultsAmong 204 participants with mild-to-moderate symptomatic COVID19, the median nasopharyngeal viral RNA was 6.5 (IQR 4.7-7.6 log10 copies/mL), and 26% had detectable SARS-CoV-2 antibodies (IgA, IgM, IgG, and/or total Ig) at baseline. Infectious virus was recovered in 7% of participants with SARS-CoV-2 antibodies compared to 58% of participants without antibodies (probability ratio (PR)=0.12, 95% CI: 0.04, 0.36; p=0.00016). Infectious virus isolation was also associated with higher levels of viral RNA (mean RNA difference +2.6 log10, 95% CI: 2.2, 3.0; p<0.0001) and fewer days since symptom onset (PR=0.79, 95% CI: 0.71, 0.88 per day; p<0.0001).

ConclusionsThe presence of SARS-CoV-2 antibodies is strongly associated with clearance of infectious virus isolation. Seropositivity and viral RNA levels are likely more reliable markers of infectious virus clearance than subjective measure of COVID-19 symptom duration. Virus-targeted treatment and prevention strategies should be administered as early as possible and ideally before seroconversion.

ClinicalTrials.gov IdentifierNCT04405570

Key Points (Summary)Among COVID-19 outpatients within 7 days of symptom onset, the presence of SARS-CoV-2-specific antibodies was strongly associated with clearance of infectious virus. Seropositivity appears to be more reliable marker of infectious virus clearance than subjective measure of COVID-19 symptoms.",NA,medrxiv
10.1101/2021.05.30.21257382,Admission criteria in critically ill COVID-19 patients: a physiology-based approach.,"Ceruti, S.; Glotta, A.; Biggiogero, M.; Maida, P.; Marzano, M.; Urso, P.; Garzoni, C.",Samuele Ceruti,Clinica Luganese Moncucco,2021-06-01,1,PUBLISHAHEADOFPRINT,cc_by_nc_nd,intensive care and critical care medicine,https://www.medrxiv.org/content/early/2021/06/01/2021.05.30.21257382.source.xml,"IntroductionThe COVID-19 pandemic required a careful management of intensive care unit (ICU) admissions, to reduce ICU overload while facing resources limitations. We implemented standardized, physiology-based, ICU admission criteria and analyzed the mortality rate of patients refused from the ICU.

Materials and MethodsCOVID-19 patients proposed for ICU admission were consecutively analyzed; Do-not-resuscitate patients were excluded. Patients presenting a SpO2 lower than 85% and/or dyspnea and/or mental confusion resulted eligible for ICU admission; patients not presenting these criteria remained in the ward with an intensive monitoring protocol. Primary outcome was both groups survival rate. Secondary outcome was a sub analysis correlating SpO2 cutoff with ICU admission.

ResultsFrom March 2020 to January 2021, 1623 patients were admitted to our Center; 208 DNR patients were excluded; 97 patients underwent intensivist evaluation. The ICU-admitted group mortality rate resulted 15.9% at 28 days and 27% at 40 days; the ICU-refused group mortality rate resulted 0% at both intervals (p < 0.001). With a SpO2 cut-off of 92%, the hypoxia rate distribution did not correlate with ICU admission (p = 0.26); with a SpO2 cut-off of 85%, a correlation was found (p = 0.009). A similar correlation was also found with dyspnea (p =0.0002).

ConclusionIn COVID-19 patients, standardized ICU admission criteria appeared to reduce safely ICU overload. In the absence of dyspnea and/or confusion, a SpO2 cutoff up to 85% for ICU admission was not burdened by negative outcomes. In a pandemic context, the SpO2 cutoff of 92%, as a threshold for ICU admission, needs critical re-evaluation.",NA,medrxiv
10.1101/2021.05.25.21257730,"Post-COVID assessment in a specialist clinical service: a 12-month, single-centre analysis of symptoms and healthcare needs in 1325 individuals.","Heightman, M.; Prashar, J.; Hillman, T.; Marks, M.; Livingston, R.; Ridsdale, H.; Roy, K.; Bell, R.; Zandi, M.; McNamara, P.; Chauhan, A.; Denneny, E.; Astin, R.; Purcell, H.; Attree, E.; Hishmeh, L.; Prescott, G.; Evans, R.; Mehta, P.; Brennan, E.; Brown, J.; Porter, J.; Logan, S.; Wall, E.; Dehbi, H.-M.; Cone, S.; Banerjee, A.",Melissa Heightman,University College London Hospitals NHS Trust,2021-06-01,1,PUBLISHAHEADOFPRINT,cc_by_nc_nd,epidemiology,https://www.medrxiv.org/content/early/2021/06/01/2021.05.25.21257730.source.xml,"BackgroundComplications following SARS-CoV-2 infection require simultaneous characterisation and management to plan policy and health system responses. We describe the 12-month experience of the first UK dedicated Post-COVID clinical service to include both hospitalised and non-hospitalised patients.

MethodsIn a single-centre, observational analysis, we report outcomes for 1325 individuals assessed in the University College London Hospitals NHS Foundation Trust Post-COVID service between April 2020 and April 2021. Demography, symptoms, comorbidities, investigations, treatments, functional recovery, specialist referral and rehabilitation were compared by referral route (""post hospitalisation"", PH; ""non-hospitalised"", NH; and ""post emergency department"", PED). Symptoms associated with poor recovery or inability to return to work full-time were assessed using multivariable logistic regression.

Findings1325 individuals were assessed (PH 547 [41.3%], PED 212 [16%], NH 566 [42.7%]. Compared with PH and PED groups, NH were younger (median 44.6 [35.6-52.8] vs 58.3 [47.0-67.7] and 48.5 [39.4-55.7] years), more likely to be female (68.2%, 43.0% and 59.9%), less likely to be from an ethnic minority (30.9%, 52.7% and 41.0%) and seen later after symptom onset (median [IQR]:194 [118-298], 69 [51-111] and 76 [55-128] days) (all p<0.0001). NH patients had similar rates of onward specialist referral as PH and PED groups (18.7%, 16.1% and 18.9%, p=0.452), and were more likely to require support for breathlessness (23.7%, 5.5% and 15.1%, p<0.001) and fatigue (17.8%, 4.8%, 8.0%, p<0.001). Hospitalised patients had higher rates of pulmonary emboli, persistent lung interstitial abnormalities, and other organ impairment. 716 (54.0%) individuals reported <75% of optimal health (median [IQR] 70% [55%-85%]). Overall, less than half of employed individuals felt able to return to work full-time at first assessment.

InterpretationSymptoms following SARS-CoV-2 infection were significant in both post- and non-hospitalised patients, with significant ongoing healthcare needs and utilisation. Trials of interventions and patient-centred pathways for diagnostic and treatment approaches are urgently required.

FundingUCLH/UCL BRC

Research in contextO_ST_ABSPrevious evidenceC_ST_ABSLong COVID and post-COVID syndrome were first identified in April 2020. We searched PubMed and medrxiv for articles published up to April 30th, 2021, using the keywords ""long COVID"", ""post-COVID syndrome"", ""persistent symptoms"", ""hospitalised"", ""community"" and ""non-hospitalised"". We identified 17 articles and 7 systematic reviews. Fifteen studies have considered symptoms, multi-organ or functional impairment but only one study to-date has considered all these variables in non-hospitalised COVID patients. No studies have compared symptom burden and management between non-hospitalised and hospitalised individuals as systematically assessed and managed in a dedicated post-COVID service.

Added value of this studyFor the first time, we report the baseline characteristics, investigation and outcomes of initial assessment of all eligible patients in a dedicated multi-professional post-COVID service, including 547 post-hospitalisation, 566 non-hospitalised and 212 patients discharged from emergency department. Despite relatively low comorbidity and risk factor burden in non-hospitalised patients, we show that both non-hospitalised and hospitalised patients presenting with persistent symptoms after SARS-CoV2 infection have high rates of functional impairment, specialist referral and rehabilitation, even 6-12 months after the acute infection. These real-world data will inform models of care during and beyond the pandemic.

Implications of all the available evidenceThe significant, long-lasting health and social consequences of SARS-CoV-2 infection are not confined to those who required hospitalisation. As with other long-term conditions, care of patients experiencing Long COVID or specific end-organ effects require consistent, integrated, patient-centred approaches to investigation and management. At public health and policy level, burden of post-COVID morbidity demands renewed focus on effective infection suppression for all age groups.",NA,medrxiv
10.1101/2021.05.29.21258041,Forecasting COVID-19 Number of Cases by Implementing ARIMA and SARIMA with Grid Search in the United States,"Abolmaali, S.; Shirzaei, S.",Saina Abolmaali,Auburn University,2021-06-01,1,PUBLISHAHEADOFPRINT,cc_by,epidemiology,https://www.medrxiv.org/content/early/2021/06/01/2021.05.29.21258041.source.xml,"COVID-19 has surged in the United States since January 2020. Since then, social distancing and lockdown have helped many people to avoid infectious diseases. However, this did not help the upswing of the number of cases after the lockdown was finished. Modeling the infectious disease can help the health care providers and governors to plan ahead for obtain the needed resources. In this manner, precise short-term determining of the number of cases can be imperative to the healthcare system. Many models have been used since the pandemic has started. In this paper we will compare couple of time series models like Simple Moving Average, Exponentially Weighted Moving Average, Holt-Winters Double Exponential Smoothing Additive, ARIMA, and SARIMA. Two models that have been used to predict the number of cases are ARIMA and SARIMA. A grid search has been implemented to select the best combination of the parameters for both models. Results show that in the case of modeling, the Holt-Winters Double Exponential model outperforms Exponentially Weighted Moving Average and Simple Moving Average while forecasting ARIMA outperforms SARIMA.",NA,medrxiv
10.1101/2021.05.29.21258037,"Social support, social strain and declines in verbal memory: 16-year follow-up of the English Longitudinal Study of Ageing cohort","Scholes, S.; Liao, J.",Jing Liao,"Department of Medical Statistics and Epidemiology, School of Public Health, Sun Yat-sen University, No.74 Zhongshan 2nd Road, Guangzhou, P.R. China.",2021-06-01,1,PUBLISHAHEADOFPRINT,cc_by_nc,epidemiology,https://www.medrxiv.org/content/early/2021/06/01/2021.05.29.21258037.source.xml,"ObjectiveEstimate differences in the rate of decline in verbal memory by levels of perceived relationship quality among community-dwelling adults.

ParticipantsIn the English Longitudinal Study of Ageing (ELSA), n = 10,109 participants aged 50-89 years were assessed at wave 1 (baseline: 2002-03) and followed-up over 16 years to wave 9 (2017-18).

MethodsVerbal memory was assessed biennially by tests of immediate and delayed word-recall. Positive and negative aspects of perceived relationship quality (social support and strain, respectively) were measured by relationship type (spouse; children; extended family members; friends). Random effects within-between (REWB) modelling was used to separate between- and within-person effects. Associations were estimated between levels of social support/strain and (i) baseline levels of memory (main effects), and (ii) the 2-year decline in memory (interaction with time).

ResultsLongitudinal associations were most prominent for men, specific to relationship type, and showed between-rather than within-person effects. Among men, higher spousal strain was associated with faster decline in memory ({beta}between-effectxtime = -0.043; 95% CI: -0.084, -0.002; p = 0.039), whilst greater support from children was associated with slower decline ({beta}between-effectxtime = 0.020; 95% CI: 0.002, 0.039; p = 0.033). Men with higher levels of strain from friends had lower baseline memory ({beta}between-effect = -0.382; 95% CI: -0.627, -0.137; p = 0.002) and showed faster decline ({beta}between-effectxtime = -0.047; 95% CI: -0.095, 0.000; p = 0.051).

ConclusionsDifferences between persons in levels of social support and social strain were modestly associated with the rate of memory decline, especially among men. Our findings can inform future research studies and intervention strategies designed to maximise the potential of social relations to promote healthy cognitive ageing.",NA,medrxiv
10.1101/2021.05.29.21258052,"Overexpression of long non coding RNA OR3A4 is associated with altered p38 signalling, morphological and phenotypic changes, and reduced immunogenicity in Barretts Oesophagus","Nieto, T.; Sinha, Y.; Zhuang, Q. Q.; Coleman, M.; Stockton, J. D.; Whalley, C. M.; Hejmadi, R.; Dilworth, M. P.; Stodolna, A.; Pestinger, V.; Tucker, O.; Beggs, A. D.",Andrew D Beggs,University of Birmingham,2021-06-01,1,PUBLISHAHEADOFPRINT,cc_by,gastroenterology,https://www.medrxiv.org/content/early/2021/06/01/2021.05.29.21258052.source.xml,"BackgroundBarretts Oesophagus (BO) presents a particular pathological dilemma, in that patients who have no dysplasia within their BO experience a small but significant risk of malignant progression each year. Screening programmes have attempted to reduce the mortality from BO associated oesophageal adenocarcinoma but cannot predict which BO patients will progress to invasive malignancy. We have previously identified the long non coding RNA, OR3A4, is differentially hypomethylated in progressive BO. We aimed to understand its role in BO pathogenicity

MethodsThe stable BO cell line CP-A, as well as the oesophageal adenocarcinoma cells line OE-33 was transfected with a lentiviral OR3A4 over-expression vector, and underwent high resolution microscopy, immunofluorescence, RT-qPCR, RNA sequencing, and targeted drug screening with the p38-MAPK inhibitor domipramod to understand the effects of OR3A4 expression on progression. We then compared progressive vs. non-progressive BO samples using quantitative multi-fluorophore (Vectra) immunohistochemistry.

ResultsOver-expression of OR3A4 in CP-A lines resulted in a hyperproliferative, dysplastic cellular phenotype, with strong over-expression of MAPK and anti-apoptotic pathways at the RNA and protein level, which was sensitive to the p38-MAPK inhibitor domipramod. Vectra immunohistochemistry demonstrated that progressive BO had reduced visibility associated with a reduction in CD8+ T-cells and CD68+ macrophages and reduced CD4+ T-cells in the stomal compartment.

ConclusionThe overexpression of OR3A4, which we have previously shown is associated with progressive BO leads to a proliferative dysplastic cellular phenotype associated with increased, reversible MAPK signalling and loss of immune visibility.",NA,medrxiv
10.1101/2021.05.29.21257904,Development and operationalization of an electronic palliative care registry in a large integrated health system,"Sudat, S. E.; Blanton, K.",Sylvia EK Sudat,Sutter Health,2021-06-01,1,PUBLISHAHEADOFPRINT,cc_by_nc_nd,palliative medicine,https://www.medrxiv.org/content/early/2021/06/01/2021.05.29.21257904.source.xml,"BackgroundPalliative care teams generally lack prospective tools to identify individuals who could benefit from specialty palliative care, which hinders their ability to find and treat patients early in their illness trajectories. Health systems are also limited in their ability to assess how well their palliative care services reach the population in need, which in turn makes it much more difficult to determine the quality, value, and effectiveness of those services. This study describes the creation, validation, and operationalization of an electronic registry of patients potentially eligible for palliative care at Sutter Health, a large integrated health system in northern California, US.

ResultsThe electronic palliative care eligibility algorithm performed well within the chart review validation sample, with an area under the receiver operating characteristic curve (AUROC) of 0.903 and area under the precision-recall curve (AUPRC) of 0.545. Within the 2.4 million individuals who contacted the SH electronic health record (EHR) during 2017, the final algorithm identified 1.1%-1.8% of patients (26,773-42,847) as potentially eligible for palliative care services. This included approximately 12.9%-17.7% of inpatients (16,392-22,507 out of 126,916), and 1.2%-1.9% of ambulatory care patients (20,140-32,212 out of 1.7 million).

ConclusionsA palliative care electronic patient registry was successfully created and operationalized. Performance based on an extensive chart review sample of Sutter Health patients indicated good capture of the palliative care-appropriate population, and this is further supported by successful identification of a majority of enrollees in Sutter Healths palliative care programs during 2017.",NA,medrxiv
10.1101/2021.05.29.21258043,A new method to measure inter-breath intervals in infants for the assessment of apnoea and respiratory dynamics,"Adjei, T.; Purdy, R.; Jorge, J.; Adams, E.; Buckle, M.; Evans Fry, R.; Green, G.; Patel, C.; Rogers, R.; Slater, R.; Tarassenko, L.; Villarroel, M.; Hartley, C.",Caroline Hartley,University of Oxford,2021-06-01,1,PUBLISHAHEADOFPRINT,cc_no,pediatrics,https://www.medrxiv.org/content/early/2021/06/01/2021.05.29.21258043.source.xml,"BackgroundRespiratory disorders, including apnoea, are common in preterm infants due to their immature respiratory control and function compared with term-born infants. However, our inability to accurately measure respiratory rate in hospitalised infants results in unreported episodes of apnoea and an incomplete picture of respiratory dynamics.

MethodsWe develop, validate and use a novel algorithm to identify inter-breath intervals (IBIs) and apnoeas in infants. In 42 infants (a total of 1600 hours of recordings) we assess IBIs from the chest electrical impedance pneumograph using an adaptive amplitude threshold for the detection of individual breaths. The algorithm is refined by comparing its accuracy with clinically-observed breaths and pauses in breathing. We also develop an automated classifier to differentiate periods of true central apnoea from artefactually low amplitude signal. We use this algorithm to explore its ability to identify morphine-induced respiratory depression in 15 infants. Finally, in 22 infants we use the algorithm to investigate whether retinopathy of prematurity (ROP) screening alters the IBI distribution.

Findings88% of the central apnoeas identified using our algorithm were missed in the clinical notes. As expected, morphine caused a shift in the IBI distribution towards longer IBIs, with significant differences in all IBI metrics assessed. Following ROP screening, there was a shift in the IBI distribution with a significant increase in the proportion of pauses in breathing that lasted more than 10 seconds (t-statistic=1.82, p=0.023). This was not reflected by changes in the monitor-derived respiratory rate or episodes of apnoea recorded on clinical charts.

InterpretationBetter measurement of infant respiratory dynamics is essential to improve care for hospitalised infants. Use of the novel IBI algorithm demonstrates that following ROP screening increased instability in respiratory dynamics can be detected in the absence of clinically-significant apnoeas.

FundingWellcome Trust and Royal Society

Research in ContextO_ST_ABSEvidence before this studyC_ST_ABSRespiratory disorders are one of the most common reasons for admission to a neonatal care unit and many pathologies and clinically-required procedures affect respiration. Despite this, current methods to measure respiratory rate in infants often provide inaccurate measurements due to factors such as poor electrode placement, movement artefact and cardiac interference. Lee and colleagues previously developed an algorithm to better identify episodes of apnoea in infants from the electrical impedance pneumograph following removal of cardiac-frequency interference. This algorithm substantially improves apnoea detection and demonstrates the high number of apnoeas that are missed in medical records. However, false apnoeas can be detected during periods of low amplitude signal caused by shallow breathing or poor electrode placement, and shorter inter-breath intervals (IBIs) cannot be assessed using the method proposed by Lee et al. limiting its use in assessing more subtle changes in an infants respiratory dynamics.

Added value of this studyWe develop, test and use a new algorithm for the identification of IBIs from the electrical impedance pneumograph. We use an adaptive amplitude threshold for the identification of breaths and develop a classification model to remove periods of low amplitude signal falsely identified as episodes of apnoea. Using the algorithm, we demonstrate that retinopathy of prematurity (ROP) screening causes a significant increase in pauses in breathing that last more than 10 seconds. Our apnoea detection method was more sensitive than the current standard monitor-derived approach that is used to monitor respiratory rate in neonatal care units.

Implications of all the available evidenceTo improve understanding of infant respiratory dynamics, better methods of assessment are essential. This will create a more complete clinical understanding of infant well-being, that will lead to improved treatment options for infants with respiratory disorders.",NA,medrxiv
